gwb_code_10,gwb_code_8,regio,gm_naam,recs,gwb_code,ind_wbi,a_inw,a_man,a_vrouw,a_hh,a_1p_hh,a_hh_z_k,a_hh_m_k,g_hhgro,bev_dich,a_woning,g_wozbag,p_1gezw,p_mgezw,p_bewndw,p_leegsw,p_koopw,p_huurw,p_wcorpw,p_ov_hw,p_e_o_w,p_bjj2k,p_bjo2k,g_ele,g_ele_ap,g_ele_tw,g_ele_hw,g_ele_2w,g_ele_vw,g_ele_hu,g_ele_ko,g_gas,g_gas_ap,g_gas_tw,g_gas_hw,g_gas_2w,g_gas_vw,g_gas_hu,g_gas_ko,p_stadsv,g_hh_sti,a_bedv,a_bed_a,a_bed_bf,a_bed_gi,a_bed_hj,a_bed_kl,a_bed_mn,a_bed_oq,a_bed_ru,a_pau,a_bst_b,a_bst_nb,g_pau_hh,g_pau_km,a_m2w,a_opp_ha,a_lan_ha,a_wat_ha,pst_mvp,pst_dekp,ste_mvs,ste_oad,g_hh_sti_2021,p_hh_osm_2021,p_hh_110_2021,p_hh_120_2021,m_hh_ver_2021
BU01830300,01830300,Geesteren kern,Tubbergen,Buurt,BU01830300,1,2530,1295,1240,1025,285,315,420,3,1765,1045,377,82,18,97,3,75,25,16,9,0,75,25,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,280,5,55,65,15,30,50,35,25,2615,1895,720,-99999,-99999,145,143,143,0,7678,1,5,362,-99999,3.3,5,7.5,215.1
BU01830309,01830309,Verspreide huizen Geesteren,Tubbergen,Buurt,BU01830309,1,1780,925,855,640,150,205,290,3,59,680,460,56,44,89,11,71,29,0,29,0,75,25,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,360,135,60,60,5,25,35,15,15,960,750,210,2,32,110,3047,3036,11,7678,1,5,76,-99999,5.2,7,9.5,372.5
BU01830400,01830400,Langeveen kern,Tubbergen,Buurt,BU01830400,1,760,390,365,295,70,90,135,3,727,298,368,94,6,96,4,79,21,12,9,0,80,20,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,70,5,10,15,5,5,15,5,10,465,355,110,2,447,50,104,104,0,7679,1,5,105,-99999,4.5,6.2,6.9,212.4
BU01830409,01830409,Verspreide huizen Langeveen,Tubbergen,Buurt,BU01830409,1,530,275,250,195,55,55,95,3,60,198,440,60,40,92,8,76,24,0,24,0,82,18,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,105,45,20,10,5,5,10,5,5,305,220,85,2,34,30,891,887,3,7679,1,5,39,-99999,6,9.3,10.4,379.8
BU01830500,01830500,Vasse kern,Tubbergen,Buurt,BU01830500,1,820,435,380,330,85,110,130,3,1495,335,409,82,18,96,4,81,19,7,11,0,75,25,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,95,5,10,20,5,5,25,15,10,495,390,105,2,902,80,55,55,0,7661,1,5,124,-99999,3.8,4.8,5.4,266.9
BU01830507,01830507,Verspreide huizen Hezingen,Tubbergen,Buurt,BU01830507,1,205,105,105,80,20,25,35,3,23,83,439,70,30,78,22,69,30,0,30,1,66,34,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,40,15,5,5,0,5,5,0,5,125,85,40,2,14,10,881,880,0,7662,1,5,13,-99999,-99999,-99999,-99999,-99999
BU01830508,01830508,Verspreide huizen Vasse,Tubbergen,Buurt,BU01830508,1,180,95,85,65,15,15,35,3,24,80,477,68,33,79,21,74,26,0,26,0,93,8,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,40,20,10,5,0,5,0,0,0,55,35,25,1,8,5,749,749,0,7661,1,5,36,-99999,-99999,-99999,-99999,-99999
BU01830509,01830509,Verspreide huizen Mander,Tubbergen,Buurt,BU01830509,1,385,205,180,135,25,40,75,3,43,147,442,53,47,88,12,69,30,0,30,1,76,24,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,75,35,10,15,5,0,5,5,0,210,160,50,2,23,15,903,903,0,7663,1,5,38,-99999,5.3,5.3,7.6,432.4
BU01830600,01830600,Reutum kern,Tubbergen,Buurt,BU01830600,1,715,370,345,280,60,100,110,3,1008,282,412,87,13,96,4,83,16,4,12,1,76,24,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,85,10,10,20,0,5,15,15,10,420,345,75,2,592,40,71,71,0,7667,1,5,108,-99999,3.8,5.3,6,261.9
BU01830608,01830608,Verspreide huizen Haarle,Tubbergen,Buurt,BU01830608,1,155,95,55,50,15,15,20,3,43,56,464,57,43,93,7,75,25,0,25,0,84,16,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,25,15,0,0,0,0,0,5,0,75,50,25,1,21,5,355,355,0,7668,1,5,24,-99999,-99999,-99999,-99999,-99999
BU01830609,01830609,Verspreide huizen Reutum,Tubbergen,Buurt,BU01830609,1,560,300,260,225,90,60,85,2,51,243,400,73,27,71,29,61,39,0,39,0,73,27,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,110,40,25,15,0,10,15,5,5,340,250,90,2,31,25,1116,1110,6,7667,1,5,54,-99999,3.9,6.3,7.8,389.9
BU01830700,01830700,Fleringen kern,Tubbergen,Buurt,BU01830700,1,540,285,260,185,25,60,105,3,1272,194,410,93,7,96,4,86,13,5,8,1,74,26,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,75,5,10,10,5,15,15,10,10,335,255,80,2,786,35,43,43,0,7666,1,5,79,-99999,2.2,2.7,4.3,274.9
BU01830709,01830709,Verspreide huizen Fleringen,Tubbergen,Buurt,BU01830709,1,350,190,160,130,40,40,60,3,39,141,478,58,42,89,11,69,31,0,31,0,79,21,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,75,30,10,10,0,15,5,5,5,175,130,45,1,20,25,891,887,4,7666,1,5,41,-99999,6.7,9.7,10.4,484
BU01840000,01840000,Urk-Kom,Urk,Buurt,BU01840000,1,1905,950,955,805,305,210,290,2,8218,836,289,88,12,89,11,83,17,0,17,0,94,6,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,260,5,45,75,20,30,30,30,30,835,625,210,1,3608,40,23,23,0,8321,1,4,945,-99999,2.9,4.3,5.1,132.2
BU01840002,01840002,Toppad,Urk,Buurt,BU01840002,1,0,0,0,0,0,0,0,-99999,-99999,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,-99999,-99999,0,33,31,3,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
BU01840003,01840003,Urk-Noord,Urk,Buurt,BU01840003,1,1160,560,595,430,135,125,170,3,3503,440,259,71,29,94,6,62,38,18,20,0,74,26,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,95,5,35,15,5,10,10,10,5,385,315,70,1,1170,15,34,33,1,8321,1,3,1055,-99999,4.6,7.6,10,93.4
BU01840004,01840004,Havens en industrieterrein,Urk,Buurt,BU01840004,1,445,210,230,175,65,30,80,3,367,88,449,84,16,89,11,77,23,0,23,0,67,33,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,385,10,110,120,40,50,35,10,15,385,205,180,2,319,25,130,121,9,8321,1,4,718,-99999,-99999,-99999,-99999,-99999
BU01840006,01840006,De Reede,Urk,Buurt,BU01840006,1,1700,870,835,510,85,120,300,3,6130,526,324,89,11,95,5,71,29,21,8,0,91,9,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,160,5,40,25,10,20,25,20,15,580,445,135,1,2088,35,28,28,0,8321,1,3,1307,-99999,3.8,6.8,8.6,145.7
BU01840007,01840007,Urkerhard,Urk,Buurt,BU01840007,1,4340,2255,2080,1195,195,230,765,4,6530,1298,332,87,13,98,2,71,29,23,6,0,92,8,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,350,25,80,50,40,45,45,40,25,1540,1165,370,1,2316,100,66,66,0,8321,2,3,1342,-99999,5.2,8.3,10.1,183.8
BU01840008,01840008,De Top,Urk,Buurt,BU01840008,1,4460,2230,2225,1375,275,355,740,3,6127,1419,301,88,12,98,2,79,21,13,8,0,91,9,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,325,20,80,50,25,30,40,50,30,1505,1180,325,1,2071,55,73,73,0,8321,1,3,1296,-99999,3.2,5.5,7.2,153
BU01840009,01840009,Buitengebied,Urk,Buurt,BU01840009,1,140,75,65,60,15,20,20,2,36,17,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,25,5,0,5,0,0,5,5,0,80,55,25,1,20,5,392,392,0,8322,5,5,292,-99999,-99999,-99999,-99999,-99999
BU01840010,01840010,De Staart,Urk,Buurt,BU01840010,1,5790,2935,2860,1550,225,265,1060,4,7643,1644,356,80,20,98,2,86,14,10,5,0,18,82,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,465,10,110,60,50,55,75,55,45,1740,1260,480,1,2298,105,81,76,5,8322,1,3,1091,-99999,1.9,2.6,3.8,174.9
BU01840011,01840011,Urkerland,Urk,Buurt,BU01840011,1,1855,960,895,675,155,195,325,3,862,685,362,72,28,97,3,78,22,20,3,0,3,97,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,135,5,30,15,20,15,30,15,10,680,515,165,1,317,30,220,215,5,8322,1,4,823,-99999,4.3,6,8,139.3
BU01840015,01840015,Industrieterrein II,Urk,Buurt,BU01840015,1,45,20,25,10,0,0,5,4,17,11,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,165,10,40,45,10,15,25,5,10,130,60,75,-99999,-99999,0,262,256,6,8321,1,4,524,-99999,-99999,-99999,-99999,-99999
BU01890000,01890000,Wierden-Centrum,Wierden,Buurt,BU01890000,1,1415,650,765,820,455,255,110,2,4101,869,292,25,75,94,6,42,58,39,18,0,53,47,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,235,0,15,85,10,20,30,40,40,755,630,125,1,2184,60,35,35,0,7642,4,3,1272,-99999,4.8,10.1,15.3,56.1
BU01890001,01890001,Wierden-Noord,Wierden,Buurt,BU01890001,1,495,255,235,205,40,80,80,2,839,201,361,95,5,96,4,76,24,10,13,0,89,11,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,175,0,35,55,10,15,30,15,15,385,295,90,2,656,35,59,59,0,7641,1,3,1094,-99999,3.6,6.7,8.3,205
BU01890002,01890002,Wierden-West,Wierden,Buurt,BU01890002,1,2135,1065,1075,900,265,280,355,2,4114,926,295,98,2,96,4,65,35,30,5,0,92,8,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,155,5,30,25,5,5,25,40,15,1065,900,165,1,2051,105,52,52,0,7642,1,4,936,-99999,4.9,8.7,12,83
BU01890003,01890003,De Maaten,Wierden,Buurt,BU01890003,1,1810,885,925,750,185,300,260,2,3226,766,363,87,13,98,2,86,14,8,7,0,92,8,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,165,5,15,25,10,25,30,35,25,985,800,185,1,1758,75,56,56,0,7642,1,3,1060,-99999,2.3,3,4.8,225.5
BU01890004,01890004,Wierden-Oost,Wierden,Buurt,BU01890004,1,2595,1265,1330,1095,310,380,405,2,2931,1088,312,95,5,98,2,69,31,26,5,0,97,3,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,190,0,15,35,10,25,40,45,20,1310,1095,220,1,1482,85,90,89,1,7641,1,3,1089,-99999,3.1,6.7,10.1,123.8
BU01890005,01890005,De Stouwe,Wierden,Buurt,BU01890005,1,895,440,455,375,85,155,140,2,2705,366,318,98,2,99,1,69,31,30,1,0,100,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,50,0,5,10,5,5,15,10,5,450,380,70,1,1364,35,35,33,2,7641,1,4,993,-99999,5.2,7.4,9.1,124.1
BU01890006,01890006,'t Loo,Wierden,Buurt,BU01890006,1,410,210,195,140,10,55,70,3,1415,142,490,99,1,99,1,97,3,0,3,0,94,6,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,45,0,5,10,0,5,15,5,0,205,165,40,1,709,15,29,29,0,7641,1,4,619,-99999,0.7,0.7,0.7,364.5
BU01890007,01890007,De Hooilanden,Wierden,Buurt,BU01890007,1,2595,1335,1260,990,205,315,470,3,4575,997,361,95,5,99,1,77,23,16,8,0,83,17,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,185,0,25,25,15,25,40,35,15,1345,1100,245,1,2374,105,58,57,1,7641,1,4,734,-99999,2.6,3.5,5.1,178.4
BU01890008,01890008,Zuidbroek,Wierden,Buurt,BU01890008,1,1270,620,650,415,50,105,260,3,2714,422,427,100,0,99,1,82,18,3,15,0,0,100,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,80,0,10,10,5,5,25,20,5,555,425,125,1,1181,25,47,47,0,7642,1,4,807,-99999,0.8,1.4,1.4,123.5
BU01890105,01890105,Verspreide huizen Lage Egge en omgeving,Wierden,Buurt,BU01890105,1,385,195,195,140,30,45,65,3,106,148,557,92,8,93,7,87,13,0,13,0,74,26,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,80,5,15,15,0,10,20,10,5,215,180,35,2,60,20,377,362,15,7641,1,5,348,-99999,2.9,4.3,4.3,487.1
BU01890106,01890106,Verspreide huizen Broeklanden,Wierden,Buurt,BU01890106,1,35,20,15,10,5,5,5,3,21,9,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,5,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,20,15,0,-99999,-99999,0,167,165,2,7642,1,5,466,-99999,-99999,-99999,-99999,-99999
BU01890107,01890107,Verspreide huizen Huurne I,Wierden,Buurt,BU01890107,1,360,180,185,130,20,45,65,3,123,134,486,84,16,92,8,84,16,0,16,0,77,23,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,65,10,5,15,0,10,15,5,5,240,180,60,2,82,25,295,295,0,7642,1,5,278,-99999,3.2,3.2,4,360.3
BU01890108,01890108,Verspreide huizen Huurne II,Wierden,Buurt,BU01890108,1,385,200,180,140,30,50,60,3,83,149,506,91,9,92,8,85,15,0,15,0,86,14,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,65,10,15,10,5,10,10,5,0,230,170,60,2,49,25,466,466,0,7642,1,5,225,-99999,3.5,5.6,6.3,357.6
BU01890109,01890109,Verspreide huizen Wierdenseveld,Wierden,Buurt,BU01890109,1,295,155,140,105,15,40,50,3,29,105,589,79,21,95,5,83,17,0,17,0,84,16,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,60,15,0,5,5,5,20,5,5,195,135,60,2,19,15,1031,1031,0,7641,1,5,52,-99999,2.9,2.9,2.9,581.3
BU01890200,01890200,Hooge-Hexel kern,Wierden,Buurt,BU01890200,1,305,155,145,95,15,25,60,3,757,96,461,98,2,95,5,85,15,10,4,0,72,28,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,35,5,10,5,0,0,5,10,5,130,100,30,1,322,15,40,40,0,7645,1,5,64,-99999,-99999,-99999,-99999,-99999
BU01890209,01890209,Verspreide huizen Hooge-Hexel,Wierden,Buurt,BU01890209,1,785,400,390,300,90,90,115,3,44,274,443,84,16,77,23,68,32,0,32,0,81,19,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,150,50,20,20,0,10,25,15,10,500,370,130,2,28,55,1782,1774,8,7645,1,5,67,-99999,4.3,6.9,6.9,351.2
BU01890300,01890300,Enter-Zuidwest,Wierden,Buurt,BU01890300,1,1450,740,710,640,210,210,220,2,2293,679,335,75,25,94,6,72,25,14,11,2,86,14,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,205,0,40,55,10,30,35,20,15,805,640,165,1,1271,80,63,63,0,7468,1,4,725,-99999,2.9,5.6,8.6,152
BU01890301,01890301,Enter-Noordwest,Wierden,Buurt,BU01890301,1,2040,1010,1035,790,230,240,320,3,3124,836,373,83,17,96,4,71,29,23,6,0,75,25,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,185,0,35,40,5,20,30,30,25,1040,870,170,1,1588,95,65,65,0,7468,1,4,654,-99999,2.7,5.1,7.7,189.1
BU01890302,01890302,Enter-Oost,Wierden,Buurt,BU01890302,1,2085,1075,1010,790,165,275,345,3,2733,797,393,97,3,98,2,78,22,19,3,0,90,10,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,200,0,35,25,10,40,55,20,15,1090,880,210,1,1433,105,76,76,0,7468,1,4,631,-99999,3.3,4.9,6.3,266
BU01890303,01890303,Enter-West,Wierden,Buurt,BU01890303,1,20,15,10,10,5,10,0,2,53,13,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,80,0,25,30,0,10,10,5,0,125,65,60,-99999,-99999,5,42,42,0,7468,1,5,451,-99999,-99999,-99999,-99999,-99999
BU01890405,01890405,Verspreide huizen IJpelo,Wierden,Buurt,BU01890405,1,190,100,90,60,5,20,30,3,36,64,531,75,25,89,11,70,30,0,30,0,67,33,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,45,20,5,5,0,5,5,5,5,145,105,40,3,28,15,534,527,7,7468,1,5,19,-99999,-99999,-99999,-99999,-99999
BU01890406,01890406,Verspreide huizen Waterhoek,Wierden,Buurt,BU01890406,1,265,135,130,95,20,25,45,3,73,89,509,85,15,96,4,89,11,0,11,0,43,57,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,50,15,5,0,5,10,10,5,5,100,80,25,1,28,15,371,365,6,7468,1,5,136,-99999,-99999,-99999,-99999,-99999
BU01890407,01890407,Verspreide huizen Enterveen en Elsslagen,Wierden,Buurt,BU01890407,1,345,180,165,115,30,25,60,3,115,109,554,86,14,95,5,80,20,0,20,0,67,33,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,125,5,25,35,5,20,15,5,10,355,195,160,-99999,-99999,20,301,300,1,7468,1,5,236,-99999,4.7,4.7,4.7,399.7
BU01890408,01890408,Verspreide huizen Zuiderveld,Wierden,Buurt,BU01890408,1,460,240,225,150,15,50,85,3,158,157,563,81,19,93,7,89,11,0,11,0,80,20,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,95,10,15,15,0,25,20,5,10,340,265,75,2,115,50,295,294,1,7468,1,5,99,-99999,2,2.6,3.3,426.2
BU01890409,01890409,Verspreide huizen Enterbroek en omgeving,Wierden,Buurt,BU01890409,1,515,255,255,175,40,50,80,3,53,164,534,85,15,92,8,80,20,0,20,0,77,23,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,95,35,10,10,5,5,15,5,5,235,180,55,1,24,40,980,972,8,7468,1,5,47,-99999,4.6,5.9,5.9,462.1
BU01890507,01890507,Verspreide huizen Rectum,Wierden,Buurt,BU01890507,1,380,185,195,130,20,50,60,3,67,126,511,79,21,94,6,80,20,0,20,0,83,17,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,80,25,10,15,0,10,10,5,5,230,175,55,2,41,20,580,567,12,7642,1,5,28,-99999,3.3,3.3,5.7,369.7
BU01890508,01890508,Verspreide huizen Notter,Wierden,Buurt,BU01890508,1,605,310,290,200,40,55,100,3,53,201,540,86,14,92,8,85,14,0,14,1,77,23,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,100,30,10,10,0,10,15,15,10,330,260,70,2,29,35,1143,1135,9,7467,3,5,45,-99999,1.6,2.7,3.2,412.4
BU01890509,01890509,Verspreide huizen Zuna,Wierden,Buurt,BU01890509,1,330,170,160,110,20,25,60,3,71,107,659,79,21,92,8,89,11,0,11,0,73,27,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,70,10,5,10,0,25,10,5,5,220,175,50,2,48,25,470,464,5,7466,1,5,57,-99999,3.7,6.5,6.5,544.1
BU01931000,01931000,Binnenstad-Zuid,Zwolle,Buurt,BU01931000,1,2370,1220,1145,1610,1050,440,125,2,7999,1566,341,18,82,91,9,26,74,16,57,0,85,15,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,870,0,25,275,55,75,180,135,120,905,685,220,1,3055,95,33,30,4,8011,1,1,3688,-99999,6.3,10,11.5,3.3
BU01931010,01931010,Binnenstad-Noord,Zwolle,Buurt,BU01931010,1,910,470,440,650,430,175,45,1,8316,656,270,10,90,92,8,22,78,24,54,0,84,16,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,315,0,10,155,15,15,50,30,45,340,270,65,1,3079,30,12,11,1,8011,1,1,3713,-99999,8.4,11.6,15.1,3.7
BU01931020,01931020,Noordereiland,Zwolle,Buurt,BU01931020,1,865,430,430,545,305,180,60,2,7519,540,430,21,79,94,6,53,47,23,24,0,54,46,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,270,0,15,40,25,30,65,55,40,450,335,115,1,3934,35,15,11,3,8011,1,1,3787,-99999,3.8,5.7,7.1,94.2
BU01931100,01931100,Het Noorden,Zwolle,Buurt,BU01931100,1,1670,800,870,1240,930,200,100,1,7278,1214,184,19,81,96,4,20,80,73,6,0,52,48,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,250,0,20,25,35,15,65,50,40,520,410,110,0,2262,45,25,23,2,8021,1,1,3393,-99999,15.1,22.5,26.5,1.1
BU01931110,01931110,Schildersbuurt,Zwolle,Buurt,BU01931110,1,345,175,180,190,100,50,40,2,6647,175,306,54,46,98,2,55,45,26,19,0,30,70,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,45,0,5,5,5,0,10,15,10,130,100,30,1,2483,15,5,5,0,8021,1,1,3352,-99999,8.6,12,13.7,35.1
BU01931120,01931120,Bollebieste,Zwolle,Buurt,BU01931120,1,1735,830,905,950,535,185,230,2,6774,990,243,63,37,97,3,22,78,59,19,0,88,12,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,160,0,20,25,15,5,35,25,40,610,515,90,1,2374,60,26,26,0,8021,1,1,3681,-99999,14.2,21.5,27.9,5
BU01931130,01931130,Dieze-Centrum,Zwolle,Buurt,BU01931130,1,1040,525,510,695,460,155,85,2,7544,644,234,41,59,95,5,25,75,32,43,0,91,9,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,170,0,10,55,10,10,30,35,20,380,310,70,1,2769,45,14,14,0,8021,1,1,3759,-99999,9.6,14,16.8,4.2
