buurtcode,district_heating,district_heating_infra,installatie_code,installatie,infra_code,infra,status_code,status,isolatiegraad_code,isolatiegraad,start_jaar,eind_jaar
BU07941900,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07941909,FALSE,FALSE,3,eWP,2,E,In concept (verkennend). De buitengebieden en dorpsranden hebben een lage bebouwingsdichtheid met veel vrijstaande huizen of twee-onder-een-kap woningen. Hier liggen individuele oplossingen het meest voor de hand. In deze buurten kiest daarom iedere indi,"voorsorterend. In deze buurten kiest iedere individuele huiseigenaar voor een alternatief op basis van een eigen tempo. Woningeigenaren kunnen stap voor stap maatregelen nemen, bijvoorbeeld door eerst te isoleren en een paar jaar later een warmtepomp te",8,Schillabel D/C (<1940) A/B (overig),2022,2050
BU07942100,FALSE,FALSE,3,eWP,2,E,verkennend,voorkeursoptie,0,Onbekend,2030,2050
BU07942101,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07942102,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07942103,FALSE,FALSE,3,eWP,2,E,onduidelijk; Eigen tempo,voorkeursoptie,0,Onbekend,0,2050
BU07942104,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU07942105,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07942901,FALSE,FALSE,3,eWP,2,E,"In concept (afwachtend). Voor deze buurten liggen individuele warmteoplossingen per gebouw voor de hand. De gemeente realiseert zich dat bewoners en ondernemers hiervoor hun eigen tempo kiezen, vandaar een natuurlijk tempo. Logisch momenten zijn bijvoorb","Voorsorterend. Voor woningen en bedrijven in het buitengebied, waarvan de buitenschil maximaal op label B is te brengen, zijn twee interessante opties:a. Hydride verwarmingssysteem (luchtwarmtepomp + CV-ketel) op groen gas/groene waterstof (overgang van",8,Schillabel D/C (<1940) A/B (overig),2022,2050
BU07942902,FALSE,FALSE,3,eWP,2,E,In concept (verkennend). De buitengebieden en dorpsranden hebben een lage bebouwingsdichtheid met veel vrijstaande huizen of twee-onder-een-kap woningen. Hier liggen individuele oplossingen het meest voor de hand. In deze buurten kiest daarom iedere indi,voorsorterend,8,Schillabel D/C (<1940) A/B (overig),2020,2050
BU07960101,FALSE,FALSE,0,Onbekend,0,Onbekend,onbekend,onbekend,0,Onbekend,0,0
BU07960102,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,onbekend,0,Onbekend,0,0
BU07960103,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960104,FALSE,FALSE,0,Onbekend,0,Onbekend,onbekend,onbekend,0,Onbekend,0,0
BU07960105,FALSE,FALSE,0,Onbekend,0,Onbekend,onbekend,onbekend,0,Onbekend,0,0
BU07960106,FALSE,FALSE,2,hWP,3,"E,G",Uitvoerend (isolatie),voorkeursoptie,3,Standaard en Streefwaarden,0,0
BU07960201,FALSE,FALSE,6,"hWP,eWP",3,"E,G",Uitvoerend (isolatie),voorkeursoptie,3,Standaard en Streefwaarden,0,0
BU07960202,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,onbekend,0,Onbekend,0,0
BU07960203,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,onbekend,0,Onbekend,0,0
BU07960204,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960205,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,onbekend,0,Onbekend,0,0
BU07960206,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,onbekend,0,Onbekend,0,0
BU07960207,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960208,FALSE,FALSE,6,"hWP,eWP",3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,0,2040
BU07960209,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,0,0
BU07960210,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,0,0
BU07960211,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,0,0
BU07960212,FALSE,FALSE,6,"hWP,eWP",3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,0,2040
BU07960301,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,0,0
BU07960302,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,0,0
BU07960303,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,0,0
BU07960304,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,0,0
BU07960305,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,0,0
BU07960306,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,0,0
BU07960401,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960402,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960403,FALSE,FALSE,0,Onbekend,0,Onbekend,onbekend,onbekend,0,Onbekend,0,0
BU07960501,FALSE,FALSE,6,"hWP,eWP",3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,0,2040
BU07960502,FALSE,FALSE,6,"hWP,eWP",3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,0,2040
BU07960503,FALSE,FALSE,6,"hWP,eWP",3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,0,2040
BU07960504,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,onbekend,2,"Isolatie, geen specifiek niveau benoemd",0,0
BU07960505,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,onbekend,2,"Isolatie, geen specifiek niveau benoemd",0,0
BU07960506,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960507,FALSE,FALSE,6,"hWP,eWP",3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,0,2040
BU07960601,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960602,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960603,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,onbekend,2,"Isolatie, geen specifiek niveau benoemd",0,0
BU07960604,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,onbekend,2,"Isolatie, geen specifiek niveau benoemd",0,0
BU07960605,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960606,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960607,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960608,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960609,FALSE,FALSE,3,eWP,2,E,"In concept (afwachtend). In deze buurten kiezen we voor een geleidelijk tempo: niet de hele buurt tegelijk, maar elk gebouw op een logisch moment, bijvoorbeeld bij een verbouwing of verhuizing. De gemeente wil bewoners hier zo lang mogelijk de tijd voor",voorsorterend. Individuele oplossingen,8,Schillabel D/C (<1940) A/B (overig),2022,2050
BU07960701,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960702,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960703,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960704,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960705,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960706,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960707,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960708,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960798,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960799,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960801,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960802,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960803,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960804,FALSE,FALSE,3,eWP,2,E,"In concept (afwachtend). In deze buurten kiezen we voor een geleidelijk tempo: niet de hele buurt tegelijk, maar elk gebouw op een logisch moment, bijvoorbeeld bij een verbouwing of verhuizing. De gemeente wil bewoners hier zo lang mogelijk de tijd voor",voorsorterend. Individuele oplossingen,8,Schillabel D/C (<1940) A/B (overig),2022,2050
BU07960901,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,onbekend,0,Onbekend,0,0
BU07960902,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,onbekend,0,Onbekend,0,0
BU07960903,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,onbekend,0,Onbekend,0,0
BU07960904,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,onbekend,0,Onbekend,0,0
BU07960905,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960906,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960907,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960908,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960909,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960910,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960911,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960912,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960913,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,onbekend,0,Onbekend,0,0
BU07960914,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07960915,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07961001,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07961002,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07961003,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07961004,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07961005,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07961006,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07961007,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07961008,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07961009,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07961010,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07961011,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07961101,FALSE,FALSE,0,Onbekend,0,Onbekend,onbekend,onbekend,0,Onbekend,0,0
BU07961102,FALSE,FALSE,0,Onbekend,0,Onbekend,onbekend,onbekend,0,Onbekend,0,0
BU07961103,FALSE,FALSE,6,"hWP,eWP",3,"E,G",Uitvoerend (isolatie),voorkeursoptie,3,Standaard en Streefwaarden,0,0
BU07961104,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07961105,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorlopige keuze,0,Onbekend,2022,0
BU07961106,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07961107,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorlopige keuze,0,Onbekend,2022,0
BU07961108,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07961109,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07961110,FALSE,FALSE,0,Onbekend,0,Onbekend,onbekend,onbekend,0,Onbekend,0,0
BU07961111,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07961201,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07961202,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07961203,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07961204,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07961205,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorlopige keuze,0,Onbekend,2022,0
BU07961206,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorlopige keuze,0,Onbekend,2022,0
BU07961301,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07961302,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07961303,FALSE,FALSE,3,eWP,2,E,"In concept (afwachtend). In deze buurten kiezen we voor een geleidelijk tempo: niet de hele buurt tegelijk, maar elk gebouw op een logisch moment, bijvoorbeeld bij een verbouwing of verhuizing. De gemeente wil bewoners hier zo lang mogelijk de tijd voor",voorsorterend. Individuele oplossingen,8,Schillabel D/C (<1940) A/B (overig),2022,2050
BU07961304,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07961399,FALSE,FALSE,3,eWP,2,E,"In concept (afwachtend). In deze buurten kiezen we voor een geleidelijk tempo: niet de hele buurt tegelijk, maar elk gebouw op een logisch moment, bijvoorbeeld bij een verbouwing of verhuizing. De gemeente wil bewoners hier zo lang mogelijk de tijd voor",voorsorterend. Individuele oplossingen,8,Schillabel D/C (<1940) A/B (overig),2022,2050
BU07961401,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU07961402,FALSE,FALSE,6,"hWP,eWP",3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,0,2040
BU07961499,FALSE,FALSE,6,"hWP,eWP",3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,0,2040
BU07970101,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorlopige keuze,0,Onbekend,2022,0
BU07970102,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorlopige keuze,0,Onbekend,2022,0
BU07970103,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorlopige keuze,0,Onbekend,2022,0
BU07970104,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorlopige keuze,0,Onbekend,2022,0
BU07970105,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorlopige keuze,0,Onbekend,2022,0
BU07970200,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorlopige keuze,0,Onbekend,2022,0
BU07970300,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorlopige keuze,0,Onbekend,2022,0
BU07970400,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorlopige keuze,0,Onbekend,2022,0
BU07970501,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorlopige keuze,0,Onbekend,2022,0
BU07970502,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorlopige keuze,0,Onbekend,2022,0
BU07970503,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorlopige keuze,0,Onbekend,2022,0
BU07970600,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorlopige keuze,0,Onbekend,2022,0
BU07970700,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorlopige keuze,0,Onbekend,2022,0
BU07970800,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorlopige keuze,0,Onbekend,2022,0
BU07970900,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorlopige keuze,0,Onbekend,2022,0
BU07971000,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorlopige keuze,0,Onbekend,2022,0
BU07971100,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorlopige keuze,0,Onbekend,2022,0
BU07980000,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,orienterend,voorkeursoptie,0,Onbekend,0,0
BU07980009,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,orienterend,voorkeursoptie,0,Onbekend,0,0
BU07980100,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,orienterend,voorkeursoptie,0,Onbekend,0,0
BU07980109,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,orienterend,voorkeursoptie,0,Onbekend,0,0
BU07980200,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,orienterend,voorkeursoptie,0,Onbekend,0,0
BU07980209,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,orienterend,voorkeursoptie,0,Onbekend,0,0
BU07980300,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,orienterend,voorkeursoptie,0,Onbekend,0,0
BU07980301,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,orienterend,voorkeursoptie,0,Onbekend,0,0
BU07980309,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,orienterend,voorkeursoptie,0,Onbekend,0,0
BU07980400,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,orienterend,voorkeursoptie,0,Onbekend,0,0
BU07980409,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08091001,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU08091005,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU08091006,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU08091010,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU08091011,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU08091015,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU08091020,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU08091021,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU08091025,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU08091030,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU08091031,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU08091035,FALSE,FALSE,0,Onbekend,0,Onbekend,in uitvoering,onbekend,1,Geen maatregelen,2022,2030
BU08091040,FALSE,FALSE,0,Onbekend,0,Onbekend,in uitvoering,onbekend,5,Schillabel B+,2022,2030
BU08091041,FALSE,FALSE,0,Onbekend,0,Onbekend,in uitvoering,onbekend,5,Schillabel B+,2022,2030
BU08092045,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU08092048,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU08092049,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU08092052,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU08092055,FALSE,FALSE,0,Onbekend,0,Onbekend,in uitvoering,onbekend,5,Schillabel B+,2022,2030
BU08092058,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU08092061,FALSE,FALSE,0,Onbekend,0,Onbekend,in uitvoering,onbekend,5,Schillabel B+,2022,2030
BU08092063,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorlopige keuze,0,Onbekend,2022,0
BU08092066,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU08093070,FALSE,FALSE,2,hWP,1,Niet van toepassing,plan is vastgesteld,definitief,0,Onbekend,0,0
BU08093071,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU08093080,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU08093081,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU08093085,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU08093090,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU08093091,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorlopige keuze,0,Onbekend,2022,0
BU08093092,FALSE,FALSE,2,hWP,1,Niet van toepassing,plan is vastgesteld,definitief,0,Onbekend,0,0
BU08094095,FALSE,FALSE,2,hWP,1,Niet van toepassing,plan is vastgesteld,definitief,0,Onbekend,0,0
BU08200000,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08200001,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08200002,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08200003,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08200008,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08200009,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08200100,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08200109,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08200200,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08200209,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08230000,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,geen keuze gemaakt,0,Onbekend,0,0
BU08230001,FALSE,FALSE,14,"hWP,eWP,Hr",0,Onbekend,orienterend,geen keuze gemaakt,0,Onbekend,0,0
BU08230002,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,geen keuze gemaakt,0,Onbekend,0,0
BU08230003,FALSE,FALSE,3,eWP,2,E,kansrijke optie,geen keuze gemaakt,2,"Isolatie, geen specifiek niveau benoemd",0,0
BU08230004,FALSE,FALSE,6,"hWP,eWP",3,"E,G",orienterend,voorkeursoptie,0,Onbekend,0,0
BU08230005,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",orienterend,voorkeursoptie,0,Onbekend,0,0
BU08230008,FALSE,FALSE,3,eWP,2,E,kansrijke optie,geen keuze gemaakt,2,"Isolatie, geen specifiek niveau benoemd",0,0
BU08230009,FALSE,FALSE,6,"hWP,eWP",3,"E,G",orienterend,voorkeursoptie,0,Onbekend,0,0
BU08230100,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,geen keuze gemaakt,0,Onbekend,0,0
BU08230109,FALSE,FALSE,6,"hWP,eWP",3,"E,G",orienterend,voorkeursoptie,0,Onbekend,0,0
BU08230200,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,geen keuze gemaakt,0,Onbekend,0,0
BU08230208,FALSE,FALSE,3,eWP,2,E,kansrijke optie,geen keuze gemaakt,2,"Isolatie, geen specifiek niveau benoemd",0,0
BU08230209,FALSE,FALSE,3,eWP,2,E,kansrijke optie,geen keuze gemaakt,2,"Isolatie, geen specifiek niveau benoemd",0,0
BU08230300,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,geen keuze gemaakt,0,Onbekend,0,0
BU08230309,FALSE,FALSE,3,eWP,2,E,kansrijke optie,geen keuze gemaakt,2,"Isolatie, geen specifiek niveau benoemd",0,0
BU08240101,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08240201,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08240202,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08240301,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08240401,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08240402,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08240501,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08240601,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08240701,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08240801,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08240802,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08240803,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08240901,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08240902,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08240903,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08240904,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08241001,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08241102,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08241103,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08241104,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08241201,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08241301,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08241302,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08241402,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08241501,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08241601,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08241701,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08241801,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08241901,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08242001,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
